NumberOfGroups, Error, EmptyGroups, EmptyPercentage, NonEmptyGroups, group
41,1.8489778745012957,0,0.0,41,............ 6 5 8 5 19 5 28 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 32 15 19 3 5
42,1.8466061471340598,0,0.0,42,............ 6 5 8 5 19 5 28 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
43,1.9348616647959054,0,0.0,43,............ 6 5 8 5 19 5 28 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 32 15 19 3 5
44,2.0286358742940624,0,0.0,44,............ 6 5 8 5 19 5 43 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 32 15 19 3 5
45,2.0349926210250713,0,0.0,45,............ 6 5 8 5 19 5 43 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
46,2.008655352326038,0,0.0,46,............ 6 5 8 5 19 5 43 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
47,1.9782449209864437,0,0.0,47,............ 6 5 8 5 19 5 43 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
48,1.9951547854433598,0,0.0,48,............ 6 5 8 5 19 5 43 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
49,1.9697434632914546,0,0.0,49,............ 6 5 8 5 19 5 43 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
50,1.9383485940256255,0,0.0,50,............ 6 5 8 5 19 5 49 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
51,1.9453358170780048,0,0.0,51,............ 6 5 8 5 19 5 49 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
52,1.9241136586635947,0,0.0,52,............ 6 5 8 5 19 5 49 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
53,1.9029039669906964,0,0.0,53,............ 6 5 8 5 19 5 49 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 18 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
54,1.916276115750128,0,0.0,54,............ 6 5 8 5 19 5 49 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 53 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 33 15 19 3 5
55,1.8838073592000257,0,0.0,55,............ 6 5 8 5 19 5 49 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 53 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 54 15 19 3 5
56,2.1750687357222476,0,0.0,56,............ 6 5 8 5 19 5 49 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 53 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 54 15 19 3 5
57,2.1360324421130854,0,0.0,57,............ 6 5 8 5 19 5 49 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 53 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 54 15 19 3 5
58,2.281005062842936,0,0.0,58,............ 6 5 8 5 19 5 57 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 32 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 53 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 54 15 19 3 5
59,2.2603433806246804,0,0.0,59,............ 6 5 8 5 19 5 57 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 58 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 53 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 54 15 19 3 5
60,2.2226709909476026,0,0.0,60,............ 6 5 8 5 19 5 57 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 58 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 53 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 54 15 19 3 5
61,2.206725564866494,0,0.0,61,............ 6 5 8 5 19 5 57 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 58 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 53 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 54 15 19 3 5
62,2.1768679840711562,0,0.0,62,............ 6 5 8 5 19 5 57 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 58 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 53 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 54 15 19 3 5
63,2.1429758996679102,0,0.0,63,............ 6 5 8 5 19 5 57 2 21 10 10 19 1 26 1 1 38 0 6 25 15 19 1 17 13 6 19 1 5 0 1 3 9 17 0 9 0 10 13 38 9 0 15 6 10 37 6 3 1 58 13 6 6 4 3 4 10 1 2 17 10 6 19 13 0 0 2 38 13 20 19 38 6 12 1 53 3 1 25 3 12 9 3 19 4 4 9 3 27 0 1 6 10 6 0 54 15 19 3 5
