NumberOfGroups, Error, EmptyGroups, EmptyPercentage, NonEmptyGroups, group
46,1.9885136902756624,8,0.17391304347826086,38,............ 17 9 2 17 1 1 37 1 44 4 4 1 1 17 1 2 1 1 2 32 0 9 1 9 9 0 1 1 12 4 2 1 0 12 9 4 1 3 9 27 0 1 16 1 0 42 3 2 9 22 9 1 0 9 1 0 6 1 1 6 1 3 1 9 4 0 9 1 9 1 1 28 1 9 1 1 9 1 3 1 9 0 2 9 6 4 0 3 1 1 1 17 2 0 9 38 17 9 9 1
47,1.9646446046669603,8,0.1702127659574468,39,............ 17 9 2 17 1 1 37 1 44 4 4 1 1 17 1 2 1 1 2 32 0 9 1 9 9 0 1 1 12 4 2 1 0 12 9 4 1 3 9 27 0 1 16 1 0 42 3 2 9 22 9 1 0 9 1 0 6 1 1 6 1 3 1 9 4 0 9 1 9 1 1 28 1 9 1 1 9 1 3 1 9 0 2 9 6 4 0 3 1 1 1 17 2 0 9 38 17 9 9 1
48,2.055658953180843,8,0.16666666666666666,40,............ 17 9 2 17 1 1 37 1 44 4 4 1 1 17 1 2 1 1 2 32 0 9 1 9 9 0 1 1 12 4 2 1 0 12 9 4 1 3 9 27 0 1 16 1 0 42 3 2 9 22 9 1 0 9 1 0 6 1 1 6 1 3 1 9 4 0 9 1 9 1 1 28 1 9 1 1 9 1 3 1 9 0 2 9 6 4 0 3 1 1 1 17 2 0 9 38 17 9 9 1
49,2.0562237364492613,9,0.1836734693877551,40,............ 17 9 2 17 1 1 37 1 44 4 4 1 1 17 1 2 1 1 2 32 0 9 1 9 9 0 1 1 12 4 2 1 0 12 9 4 1 3 9 27 0 1 16 1 0 42 3 2 9 22 9 1 0 9 1 0 6 1 1 6 1 3 1 9 4 0 9 1 9 1 1 28 1 9 1 1 9 1 3 1 9 0 2 9 6 4 0 3 1 1 1 17 2 0 9 38 17 9 9 1
50,2.124146880767895,10,0.2,40,............ 17 9 2 17 1 1 41 1 44 4 4 1 1 17 1 2 1 1 2 32 0 9 1 9 9 0 1 1 12 4 2 1 0 12 9 4 1 3 9 27 0 1 16 1 0 42 3 2 9 22 9 1 0 9 1 0 6 1 1 6 1 3 1 9 4 0 9 1 9 1 1 28 1 9 1 1 9 1 3 1 9 0 2 9 6 4 0 3 1 1 1 17 2 0 9 38 17 9 9 1
51,2.08658190924957,10,0.19607843137254902,41,............ 17 9 2 17 1 1 41 1 44 4 4 1 1 17 1 2 1 1 2 32 0 9 1 9 9 0 1 1 12 4 2 1 0 12 9 4 1 3 9 27 0 1 16 1 0 42 3 2 9 22 9 1 0 9 1 0 6 1 1 6 1 3 1 9 4 0 9 1 9 1 1 28 1 9 1 1 9 1 3 1 9 0 2 9 6 4 0 3 1 1 1 17 2 0 9 38 17 9 9 1
52,2.1408921472585076,11,0.21153846153846154,41,............ 17 9 2 17 1 1 41 1 44 4 4 1 1 17 1 2 1 1 2 32 0 9 1 9 9 0 1 1 12 4 2 1 0 12 9 4 1 3 9 27 0 1 16 1 0 42 3 2 9 22 9 1 0 9 1 0 6 1 1 6 1 3 1 9 4 0 9 1 9 1 1 28 1 9 1 1 9 1 3 1 9 0 2 9 6 4 0 3 1 1 1 17 2 0 9 38 17 9 9 1
53,2.1199948111467117,12,0.22641509433962265,41,............ 17 9 2 17 1 1 41 1 44 4 4 1 1 17 1 2 1 1 2 32 0 9 1 9 9 0 1 1 12 4 2 1 0 12 9 4 1 3 9 27 0 1 16 1 0 42 3 2 9 22 9 1 0 9 1 0 6 1 1 6 1 3 1 9 4 0 9 1 9 1 1 28 1 9 1 1 9 1 3 1 9 0 2 9 6 4 0 3 1 1 1 17 2 0 9 38 17 9 9 1
54,2.117772685014365,13,0.24074074074074073,41,............ 17 9 2 17 1 1 41 1 44 4 4 1 1 17 1 2 1 1 2 32 0 9 1 9 9 0 1 1 12 4 2 1 0 12 9 4 1 3 9 27 0 1 16 1 0 42 3 2 9 22 9 1 0 9 1 0 6 1 1 6 1 3 1 9 4 0 9 1 9 1 1 28 1 9 1 1 9 1 3 1 9 0 2 9 6 4 0 3 1 1 1 17 2 0 9 38 17 9 9 1
55,2.1035101513474372,14,0.2545454545454545,41,............ 17 9 2 17 1 1 41 1 44 4 4 1 1 17 1 2 1 1 2 32 0 9 1 9 9 0 1 1 12 4 2 1 0 12 9 4 1 3 9 27 0 1 16 1 0 42 3 2 9 22 9 1 0 9 1 0 6 1 1 6 1 3 1 9 4 0 9 1 9 1 1 28 1 9 1 1 9 1 3 1 9 0 2 9 6 4 0 3 1 1 1 17 2 0 9 38 17 9 9 1
