NumberOfGroups, Error, EmptyGroups, EmptyPercentage, NonEmptyGroups, group
2,1.7552814998882815,0,0.0,2,............ 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0
3,2.361368777589591,0,0.0,3,............ 2 2 0 2 2 2 1 2 2 0 2 2 2 2 2 2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 0 2 0 2 2 2 2 2 2 2 2 0 1 2 2 2 2 2 0 2 2 2 0 2 2 2 2 2 0 2 0 2 0 2 2 0 0 2 0 0 2 0 2 2 0 2 2 0 0 2 2 1 2 2 2 2 2 2 2 0 2 0 2
4,4.339839158623036,0,0.0,4,............ 2 2 0 2 2 2 1 2 2 0 2 2 2 2 2 2 1 2 2 2 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 0 2 0 2 0 2 2 2 2 2 2 2 2 0 3 2 2 2 2 2 0 2 2 2 0 2 2 0 2 2 0 2 0 2 0 2 0 0 0 2 0 0 2 0 2 2 0 2 2 0 0 2 2 1 2 2 2 2 0 2 2 1 2 0 0
5,7.873901334853741,0,0.0,5,............ 2 2 0 2 0 0 4 2 2 1 2 2 2 0 2 2 1 2 2 2 1 2 0 0 0 0 2 2 2 2 0 0 0 2 2 0 2 0 2 1 2 0 2 2 2 2 2 2 0 4 2 0 2 2 0 0 2 2 2 0 0 2 0 2 2 1 2 0 2 0 2 0 0 0 2 1 0 2 1 2 2 0 2 2 1 1 0 2 4 2 2 2 2 0 0 2 1 2 0 0
6,6.587829750165102,0,0.0,6,............ 2 2 0 5 5 5 4 2 5 0 2 2 5 5 2 2 1 2 5 2 1 2 5 5 5 5 5 5 2 2 5 5 5 2 5 0 2 0 2 0 5 5 2 2 5 2 5 2 0 4 2 5 2 5 5 0 2 2 2 0 5 2 5 2 2 0 5 0 5 0 2 5 0 0 2 0 0 2 0 2 2 0 2 2 0 1 5 2 4 2 2 5 2 5 5 2 1 5 0 5
7,5.623497298823814,0,0.0,7,............ 2 2 0 5 5 5 6 2 5 1 5 2 5 5 2 2 6 2 5 2 1 2 5 0 5 5 5 5 2 2 5 5 5 2 5 0 2 0 2 1 5 5 5 2 5 2 5 2 0 4 2 5 2 5 5 0 2 2 2 0 5 2 0 2 2 1 5 0 5 0 2 0 0 0 2 1 0 2 1 2 2 1 2 2 1 1 5 2 4 2 2 5 5 0 5 2 6 5 0 0
8,5.088957842746071,0,0.0,8,............ 2 5 1 5 0 0 4 2 5 1 5 2 5 0 2 2 6 2 5 2 6 2 0 0 0 0 5 5 2 2 0 0 0 5 5 1 2 1 5 1 5 0 5 2 5 2 5 2 1 3 2 0 5 5 0 1 5 2 2 1 0 2 0 2 2 6 5 1 5 1 5 0 1 1 5 1 1 2 6 5 5 1 2 2 1 6 0 2 3 5 5 5 5 0 0 2 4 5 1 0
9,4.5711981216444935,0,0.0,9,............ 2 8 1 5 0 0 4 8 5 1 5 8 5 0 2 2 6 8 5 2 6 8 0 0 0 0 5 5 2 2 0 0 0 5 5 1 8 1 5 1 5 0 5 8 5 2 5 2 1 3 8 0 5 5 0 1 5 8 2 1 5 2 0 2 2 6 5 1 5 1 8 0 1 1 8 1 1 8 6 5 5 1 8 2 1 6 0 2 3 8 8 5 5 0 5 8 4 5 1 0
10,4.338840924414823,0,0.0,10,............ 2 8 9 5 0 0 4 8 5 1 5 8 5 0 2 2 6 8 5 2 1 8 0 9 0 0 5 5 2 2 0 0 0 5 5 9 8 9 5 1 5 0 5 8 5 2 5 2 9 3 8 0 5 5 0 9 5 8 2 9 0 2 0 2 2 1 5 9 5 9 8 0 9 9 8 1 9 8 1 5 5 9 8 2 1 1 0 2 4 8 8 5 5 0 0 8 6 5 9 0
11,3.9828597763556655,0,0.0,11,............ 2 8 9 5 0 0 4 10 5 1 5 8 5 0 2 2 6 10 5 2 1 10 5 0 5 5 5 5 2 2 0 5 0 8 5 9 10 9 8 1 5 5 5 8 5 2 5 2 9 3 8 0 8 5 5 9 8 8 2 9 5 2 0 2 2 1 5 9 5 9 8 0 9 9 8 1 9 10 1 8 8 9 10 2 1 1 0 2 4 8 8 5 8 0 5 10 6 5 9 0
12,3.6739838674875593,0,0.0,12,............ 2 5 1 0 9 9 4 10 0 11 5 8 0 9 10 2 6 8 0 2 11 10 0 9 0 0 0 0 10 2 9 0 9 5 0 1 8 1 5 11 0 0 5 8 0 2 0 2 1 3 8 9 5 0 0 1 5 8 2 1 0 2 9 2 2 11 0 1 0 1 5 9 1 1 5 11 1 8 11 5 5 1 10 2 11 11 9 2 4 5 5 0 5 9 0 8 6 0 1 9
13,3.417172936063491,0,0.0,13,............ 2 5 11 9 1 1 3 10 9 6 0 5 9 1 10 2 4 5 9 2 6 10 9 1 9 9 0 9 10 2 9 9 9 0 9 11 8 11 0 6 9 9 0 5 9 2 9 2 11 7 5 1 0 9 9 11 0 5 2 11 9 2 1 2 2 6 0 11 9 11 5 1 11 11 0 6 11 8 6 0 0 11 10 2 6 6 9 2 3 5 5 0 0 1 9 5 4 9 11 1
14,3.203831712910288,0,0.0,14,............ 2 0 6 1 1 1 13 10 9 4 9 5 9 11 10 2 3 5 9 2 4 10 1 11 1 1 9 9 10 2 1 1 1 0 9 6 8 6 0 4 9 1 9 5 9 2 9 2 6 7 5 1 0 9 1 6 0 5 2 6 1 2 11 2 2 4 9 6 9 6 0 11 6 6 0 4 6 8 4 0 0 6 10 2 4 4 1 2 13 0 0 9 9 11 1 5 3 1 6 11
15,3.018738087639063,0,0.0,15,............ 2 0 6 1 11 11 14 10 1 3 1 5 1 11 10 2 13 5 1 2 3 10 11 6 11 11 1 1 10 2 11 11 11 9 1 4 8 4 9 3 1 11 1 5 1 2 1 2 4 7 5 11 9 1 11 4 9 5 2 4 11 2 6 2 2 3 1 4 1 4 0 6 4 4 9 4 4 8 3 9 9 4 10 2 3 3 11 2 14 0 0 1 9 6 11 5 13 11 4 6
16,2.855953248593286,0,0.0,16,............ 2 0 6 11 15 15 14 10 11 3 1 5 11 15 10 2 13 5 11 2 3 10 15 6 15 15 1 11 10 2 15 15 15 9 11 4 8 4 9 3 11 15 1 5 11 2 11 2 4 7 5 15 9 11 15 4 9 5 2 4 15 2 6 2 2 3 1 4 11 4 0 6 4 4 9 4 4 8 3 9 9 4 10 2 3 3 15 2 14 0 0 1 1 6 15 5 13 11 4 6
17,2.7005933614519257,0,0.0,17,............ 2 0 4 15 6 6 14 10 15 16 11 5 15 6 10 2 13 5 15 2 16 10 6 4 6 6 11 15 10 2 6 6 6 9 15 3 8 3 9 16 15 6 11 5 15 2 15 2 3 7 5 6 9 15 6 3 9 5 2 3 6 2 4 2 2 16 11 3 15 3 0 4 3 3 9 3 3 8 16 9 9 3 10 2 16 16 6 2 14 0 0 11 1 4 6 5 13 15 3 4
18,2.5952087070650496,0,0.0,18,............ 2 0 3 6 4 4 7 10 15 16 11 5 15 4 10 2 14 5 15 2 13 10 6 3 6 6 15 15 10 2 6 6 6 9 15 3 8 16 9 16 15 6 11 5 15 2 15 2 16 12 5 4 9 15 6 3 9 5 2 3 6 2 4 2 2 13 15 3 15 3 0 4 3 3 9 16 3 8 13 9 9 16 10 2 16 13 6 2 7 0 0 15 1 3 6 5 14 6 3 4
19,2.532096138217662,0,0.0,19,............ 2 0 3 6 4 4 18 10 15 13 11 5 15 4 10 2 14 5 6 2 14 10 4 3 4 4 15 15 10 2 4 4 4 9 15 16 8 16 9 13 6 4 11 5 6 2 15 2 16 12 5 4 9 15 4 16 9 5 2 16 6 2 3 2 2 13 15 16 6 16 0 4 16 16 9 13 16 8 13 9 9 16 10 2 13 14 4 2 7 0 0 15 1 3 6 5 18 6 16 4
20,2.4414984554970123,0,0.0,20,............ 2 0 19 6 3 4 18 10 15 13 11 5 15 3 10 2 14 5 6 2 14 10 4 19 4 4 15 15 10 2 4 4 4 9 15 19 8 16 9 13 6 4 11 5 6 2 15 2 16 12 5 4 9 15 4 19 9 5 2 19 4 2 3 2 2 13 15 19 6 19 0 3 19 16 9 13 16 8 13 9 9 16 10 2 13 14 4 2 7 0 0 15 1 19 4 5 18 6 19 3
21,2.3478447956607,0,0.0,21,............ 2 0 16 6 3 3 18 10 15 13 11 5 15 3 10 2 14 5 6 2 14 10 4 16 4 4 15 15 10 2 3 4 3 9 15 16 8 20 9 13 6 4 11 5 6 2 15 2 20 12 5 3 9 15 4 16 9 5 2 16 4 2 19 2 2 13 15 16 6 16 0 19 16 20 9 13 20 8 13 9 9 20 10 2 13 14 3 2 7 0 0 15 1 19 4 5 18 6 16 19
22,2.257685510210186,0,0.0,22,............ 2 0 20 6 19 19 7 10 15 14 11 5 15 19 10 2 18 5 6 2 18 10 4 20 4 4 15 15 10 2 3 4 3 9 15 20 8 13 9 14 6 4 11 5 6 2 15 2 13 21 5 19 9 15 4 20 9 5 2 20 4 2 16 2 2 14 15 20 6 20 0 16 20 13 9 14 13 8 14 9 9 13 10 2 14 18 3 2 12 0 0 15 1 16 4 5 7 6 20 16
