NumberOfGroups, Error, EmptyGroups, EmptyPercentage, NonEmptyGroups, group
2,6.061396899557582,0,0.0,2,............ 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3,5.520959196871625,0,0.0,3,............ 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2
4,5.9590259454570305,0,0.0,4,............ 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2 2 2 2 2 2
5,5.493288499767506,0,0.0,5,............ 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 1 2 2 2 2 2 2 2 1 2 2 2
6,5.204647549948995,0,0.0,6,............ 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 3 2 2 2 2 2 2 2 1 2 2 2
7,4.616321985010923,0,0.0,7,............ 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 5 2 2 5 2 2 1 2 1 1 2 3 2 2 2
8,3.238765863868685,0,0.0,8,............ 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 5 2 2 5 2 2 1 2 1 1 2 3 2 2 2
9,3.136551352588714,0,0.0,9,............ 2 2 2 2 2 2 8 2 2 2 2 2 2 2 2 2 3 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 2 0 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 6 2 2 1 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 1 6 2 2 5 2 2 1 2 1 1 2 3 2 2 2
10,3.9830770276634255,0,0.0,10,............ 2 2 2 2 2 2 9 2 2 2 2 2 2 2 2 2 3 2 2 2 1 2 2 2 3 2 2 2 2 2 2 2 2 2 1 2 2 1 2 1 2 2 2 2 2 2 2 2 2 0 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 1 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 1 6 2 2 6 2 2 1 2 1 1 2 5 2 2 2
11,3.7503900719484475,0,0.0,11,............ 2 2 2 2 2 2 9 2 2 2 2 2 1 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2 2 2 2 2 2 2 1 2 2 1 2 1 2 2 2 2 2 2 2 2 2 10 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 10 2 2 1 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 1 0 2 2 6 2 2 1 2 1 3 2 5 2 2 2
12,3.5381185648001447,0,0.0,12,............ 2 2 2 2 2 2 9 2 2 2 2 2 1 2 2 2 5 2 2 2 3 2 2 2 5 2 2 2 2 2 2 1 2 2 1 2 2 1 2 3 2 2 2 2 2 2 1 2 2 10 1 1 2 2 2 2 2 2 2 2 2 2 1 2 2 10 2 2 1 2 2 2 2 2 2 2 2 2 3 2 2 1 2 2 1 11 1 2 0 2 2 3 2 3 3 2 6 2 1 2
13,3.324585748928037,0,0.0,13,............ 2 2 2 2 2 2 9 2 2 2 2 2 1 2 2 2 6 2 2 2 5 2 2 2 5 2 2 2 2 2 2 1 2 2 3 2 2 1 2 3 2 2 2 2 2 2 1 2 2 10 1 3 2 2 2 2 2 2 2 2 2 2 1 2 2 10 2 2 3 2 2 2 1 2 2 2 2 2 3 2 2 3 2 2 3 11 1 2 0 2 2 3 1 3 5 2 12 2 1 2
14,3.1623806316298664,0,0.0,14,............ 2 2 2 2 2 2 8 2 2 1 1 2 3 2 2 2 6 2 2 2 5 2 2 2 6 2 2 2 2 2 2 1 2 2 3 2 2 3 2 5 2 2 2 2 2 2 1 2 2 9 1 3 2 2 2 2 1 2 2 2 2 2 1 2 2 9 2 2 3 2 1 1 1 2 2 2 2 2 5 2 2 3 2 2 3 10 1 2 11 2 2 5 1 5 5 2 0 1 1 1
15,2.9980169684069464,0,0.0,15,............ 2 1 2 2 2 2 4 2 1 1 1 2 5 1 2 2 12 2 2 2 6 2 2 2 12 2 2 2 2 2 2 3 2 1 5 2 2 5 2 6 2 2 2 2 2 2 3 2 2 8 3 5 2 2 2 2 1 2 2 2 2 2 3 2 2 8 2 2 5 1 1 1 3 2 2 2 2 2 6 2 2 5 1 2 5 9 3 2 10 2 2 6 3 6 6 2 11 1 3 1
16,2.8393527954699085,0,0.0,16,............ 2 3 2 2 2 1 13 2 3 3 3 2 6 3 2 2 0 2 2 2 12 2 2 2 0 2 2 2 1 2 2 5 2 3 6 2 1 6 2 12 1 1 2 1 2 2 5 2 2 4 5 6 2 2 2 2 3 2 2 2 1 2 5 2 2 4 2 1 6 3 3 3 5 2 2 2 2 2 12 2 2 6 3 2 6 8 5 2 9 2 2 12 5 12 12 1 10 3 5 3
17,2.7405210061617047,0,0.0,17,............ 2 3 2 2 1 1 14 2 3 3 3 2 6 3 1 2 11 2 2 2 0 1 2 2 11 2 2 2 1 2 2 5 2 3 12 2 1 6 2 12 1 1 2 1 2 2 5 2 2 13 5 6 2 2 2 2 3 2 1 2 1 2 5 2 2 13 2 1 6 3 3 3 5 2 1 2 2 1 12 2 1 6 3 2 6 4 5 2 8 2 2 12 5 12 0 1 9 3 5 3
18,2.6079598548139113,0,0.0,18,............ 2 5 2 2 1 1 17 2 5 5 5 2 12 5 1 2 10 2 2 2 11 1 2 2 10 2 2 2 3 2 2 6 2 5 0 2 3 12 2 0 1 1 2 3 2 2 6 2 2 14 6 12 2 2 2 2 5 2 1 2 3 2 6 2 2 14 2 3 12 5 5 5 6 2 1 2 2 1 0 2 1 12 5 2 12 13 6 2 4 2 2 0 6 0 11 3 8 5 6 5
19,2.532237312404335,0,0.0,19,............ 2 6 2 2 1 3 15 2 6 6 6 2 0 6 1 2 9 2 2 2 10 1 2 2 9 2 2 2 5 2 2 12 2 6 11 2 5 0 2 11 3 3 2 5 2 2 12 2 2 17 12 0 2 2 2 2 6 2 1 2 5 2 12 2 2 17 2 5 0 6 6 6 12 2 1 2 2 1 11 2 1 0 6 2 0 14 12 2 13 2 2 11 12 11 10 5 4 6 12 6
