NumberOfGroups, Error, EmptyGroups, EmptyPercentage, NonEmptyGroups, group
12,2.1044037129127973,0,0.0,12,............ 2 5 1 0 9 9 4 10 0 11 5 8 0 9 10 2 6 8 0 2 11 10 0 9 0 0 0 0 10 2 9 0 9 5 0 1 8 1 5 11 0 0 5 8 0 2 0 2 1 3 8 9 5 0 0 1 5 8 2 1 0 2 9 2 2 11 0 1 0 1 5 9 1 1 5 11 1 8 11 5 5 1 10 2 11 11 9 2 4 5 5 0 5 9 0 8 6 0 1 9
13,1.965646335919988,0,0.0,13,............ 2 5 11 9 1 1 3 10 9 6 0 5 9 1 10 2 4 5 9 2 6 10 9 1 9 9 0 9 10 2 9 9 9 0 9 11 8 11 0 6 9 9 0 5 9 2 9 2 11 7 5 1 0 9 9 11 0 5 2 11 9 2 1 2 2 6 0 11 9 11 5 1 11 11 0 6 11 8 6 0 0 11 10 2 6 6 9 2 3 5 5 0 0 1 9 5 4 9 11 1
14,1.856131437938788,0,0.0,14,............ 2 0 6 1 1 1 13 10 9 4 9 5 9 11 10 2 3 5 9 2 4 10 1 11 1 1 9 9 10 2 1 1 1 0 9 6 8 6 0 4 9 1 9 5 9 2 9 2 6 7 5 1 0 9 1 6 0 5 2 6 1 2 11 2 2 4 9 6 9 6 0 11 6 6 0 4 6 8 4 0 0 6 10 2 4 4 1 2 13 0 0 9 9 11 1 5 3 1 6 11
15,1.7631071006308772,0,0.0,15,............ 2 0 6 1 11 11 14 10 1 3 1 5 1 11 10 2 13 5 1 2 3 10 11 6 11 11 1 1 10 2 11 11 11 9 1 4 8 4 9 3 1 11 1 5 1 2 1 2 4 7 5 11 9 1 11 4 9 5 2 4 11 2 6 2 2 3 1 4 1 4 0 6 4 4 9 4 4 8 3 9 9 4 10 2 3 3 11 2 14 0 0 1 9 6 11 5 13 11 4 6
16,1.678612434550459,0,0.0,16,............ 2 0 6 11 15 15 14 10 11 3 1 5 11 15 10 2 13 5 11 2 3 10 15 6 15 15 1 11 10 2 15 15 15 9 11 4 8 4 9 3 11 15 1 5 11 2 11 2 4 7 5 15 9 11 15 4 9 5 2 4 15 2 6 2 2 3 1 4 11 4 0 6 4 4 9 4 4 8 3 9 9 4 10 2 3 3 15 2 14 0 0 1 1 6 15 5 13 11 4 6
17,1.594557989603676,0,0.0,17,............ 2 0 4 15 6 6 14 10 15 16 11 5 15 6 10 2 13 5 15 2 16 10 6 4 6 6 11 15 10 2 6 6 6 9 15 3 8 3 9 16 15 6 11 5 15 2 15 2 3 7 5 6 9 15 6 3 9 5 2 3 6 2 4 2 2 16 11 3 15 3 0 4 3 3 9 3 3 8 16 9 9 3 10 2 16 16 6 2 14 0 0 11 1 4 6 5 13 15 3 4
18,1.5548156523731294,0,0.0,18,............ 2 0 3 6 4 4 7 10 15 16 11 5 15 4 10 2 14 5 15 2 13 10 6 3 6 6 15 15 10 2 6 6 6 9 15 3 8 16 9 16 15 6 11 5 15 2 15 2 16 12 5 4 9 15 6 3 9 5 2 3 6 2 4 2 2 13 15 3 15 3 0 4 3 3 9 16 3 8 13 9 9 16 10 2 16 13 6 2 7 0 0 15 1 3 6 5 14 6 3 4
19,1.5351482931117197,0,0.0,19,............ 2 0 3 6 4 4 18 10 15 13 11 5 15 4 10 2 14 5 6 2 14 10 4 3 4 4 15 15 10 2 4 4 4 9 15 16 8 16 9 13 6 4 11 5 6 2 15 2 16 12 5 4 9 15 4 16 9 5 2 16 6 2 3 2 2 13 15 16 6 16 0 4 16 16 9 13 16 8 13 9 9 16 10 2 13 14 4 2 7 0 0 15 1 3 6 5 18 6 16 4
20,1.4932844804909227,0,0.0,20,............ 2 0 19 6 3 4 18 10 15 13 11 5 15 3 10 2 14 5 6 2 14 10 4 19 4 4 15 15 10 2 4 4 4 9 15 19 8 16 9 13 6 4 11 5 6 2 15 2 16 12 5 4 9 15 4 19 9 5 2 19 4 2 3 2 2 13 15 19 6 19 0 3 19 16 9 13 16 8 13 9 9 16 10 2 13 14 4 2 7 0 0 15 1 19 4 5 18 6 19 3
21,1.4465093344252207,0,0.0,21,............ 2 0 16 6 3 3 18 10 15 13 11 5 15 3 10 2 14 5 6 2 14 10 4 16 4 4 15 15 10 2 3 4 3 9 15 16 8 20 9 13 6 4 11 5 6 2 15 2 20 12 5 3 9 15 4 16 9 5 2 16 4 2 19 2 2 13 15 16 6 16 0 19 16 20 9 13 20 8 13 9 9 20 10 2 13 14 3 2 7 0 0 15 1 19 4 5 18 6 16 19
22,1.3985254204841218,0,0.0,22,............ 2 0 20 6 19 19 7 10 15 14 11 5 15 19 10 2 18 5 6 2 18 10 4 20 4 4 15 15 10 2 3 4 3 9 15 20 8 13 9 14 6 4 11 5 6 2 15 2 13 21 5 19 9 15 4 20 9 5 2 20 4 2 16 2 2 14 15 20 6 20 0 16 20 13 9 14 13 8 14 9 9 13 10 2 14 18 3 2 12 0 0 15 1 16 4 5 7 6 20 16
23,1.3729441405758684,0,0.0,23,............ 2 0 13 6 16 19 7 10 15 18 11 5 15 16 10 2 22 5 6 2 22 10 4 20 4 4 15 15 10 2 3 4 3 9 15 13 8 14 9 18 6 4 11 5 6 2 15 2 14 21 5 19 9 15 4 13 9 5 2 13 4 2 20 2 2 18 15 13 6 13 0 16 13 13 9 14 14 8 18 9 9 14 10 2 18 22 3 2 12 0 0 15 1 20 4 5 7 6 13 16
24,1.3507563315540854,0,0.0,24,............ 2 0 14 6 16 19 12 10 15 18 11 5 15 16 10 2 7 5 6 2 22 10 4 13 4 4 15 15 10 2 3 4 3 9 15 14 8 18 9 22 6 4 11 5 6 2 15 2 18 17 5 19 9 15 4 14 9 5 2 14 4 2 20 2 2 22 15 14 6 14 0 20 14 14 9 18 14 8 22 9 9 18 10 2 18 22 3 2 21 0 0 15 1 13 4 5 7 6 14 20
25,1.363881380267801,0,0.0,25,............ 2 0 14 6 16 19 24 10 15 22 11 5 15 16 10 2 7 5 6 2 7 10 4 13 4 4 15 15 10 2 3 4 3 9 15 14 8 18 9 22 6 4 11 5 6 2 15 2 18 17 5 19 9 15 4 14 9 5 2 14 4 2 20 2 2 22 15 14 6 14 0 20 14 14 9 22 18 8 22 9 9 18 10 2 22 7 3 2 21 0 0 15 1 13 4 5 12 6 14 20
26,1.3210485517603308,0,0.0,26,............ 2 0 14 6 16 19 24 10 15 22 11 25 15 16 10 2 7 5 6 2 7 10 4 13 4 4 15 15 10 2 3 4 3 9 15 14 8 18 9 22 6 4 11 25 6 2 15 2 18 17 25 19 9 15 4 14 9 25 2 14 4 2 20 2 2 22 15 14 6 14 0 20 14 14 9 22 18 8 22 9 9 18 10 2 22 7 3 2 21 0 0 15 1 13 4 5 12 6 14 20
27,1.3053918961014233,0,0.0,27,............ 2 0 14 6 16 19 21 10 15 7 11 25 15 16 10 2 12 5 6 2 12 10 4 13 4 4 15 15 10 2 3 4 3 9 15 18 8 22 9 7 6 4 11 25 6 2 15 2 22 26 25 19 9 15 4 18 9 25 2 18 4 2 20 2 2 7 15 18 6 18 0 20 18 18 9 7 18 8 7 9 9 22 10 2 7 12 3 2 17 0 0 15 1 13 4 5 24 6 18 20
28,1.301962487483194,0,0.0,28,............ 2 0 18 6 16 19 17 10 15 7 11 25 15 16 10 2 24 5 6 2 24 10 4 13 4 4 15 15 10 2 3 4 3 9 15 18 8 22 9 7 6 4 11 25 6 2 15 2 22 27 25 19 9 15 4 18 9 25 2 18 4 2 20 2 2 12 15 18 6 18 0 20 18 22 9 7 22 8 12 9 9 7 10 2 7 24 3 2 26 0 0 15 1 13 4 5 21 6 18 20
29,1.3120729654687764,0,0.0,29,............ 2 0 18 6 16 19 17 10 15 7 11 25 15 16 10 2 24 5 6 2 12 10 4 13 4 4 15 15 10 2 3 4 3 9 15 18 8 22 9 7 6 4 11 25 6 2 15 2 28 27 25 19 9 15 4 18 9 25 2 22 4 2 20 2 2 7 15 18 6 18 0 20 18 22 9 7 22 8 7 9 9 28 10 2 7 12 3 2 26 0 0 15 1 13 4 5 21 6 22 20
30,1.2795379281213324,0,0.0,30,............ 2 0 18 6 16 19 17 10 15 7 11 25 15 16 10 2 24 5 6 2 12 10 4 13 4 4 15 15 10 2 3 4 3 9 15 18 8 22 9 7 6 4 11 25 6 2 15 2 28 27 25 19 9 15 4 18 9 25 2 22 29 2 20 2 2 7 15 18 6 18 0 20 18 22 9 7 22 8 7 9 9 28 10 2 7 12 3 2 26 0 0 15 1 13 29 5 21 6 22 20
31,1.2564969033647717,0,0.0,31,............ 2 0 18 6 16 19 17 10 30 7 11 25 30 16 10 2 24 5 30 2 12 10 4 13 4 4 15 30 10 2 3 4 3 9 30 18 8 22 9 7 30 4 11 25 30 2 30 2 28 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 7 15 18 30 18 0 20 18 22 9 7 22 8 7 9 9 28 10 2 7 12 3 2 26 0 0 15 1 13 29 5 21 6 22 20
32,1.2350074567175495,0,0.0,32,............ 2 0 18 6 16 19 17 10 30 7 11 25 30 16 10 2 24 5 30 2 12 10 4 13 4 4 15 30 10 2 3 4 3 9 30 18 8 22 9 7 30 4 11 25 30 2 30 2 28 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 31 15 18 30 18 0 20 18 22 9 7 22 8 31 9 9 28 10 2 7 12 3 2 26 0 0 15 1 13 29 5 21 6 22 20
33,1.2290347122978855,0,0.0,33,............ 2 0 18 6 16 19 17 10 30 7 11 25 30 16 10 2 24 5 30 2 32 10 4 13 4 4 15 30 10 2 3 4 3 9 30 18 8 22 9 31 30 4 11 25 30 2 30 2 28 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 31 15 18 30 18 0 20 18 22 9 7 22 8 31 9 9 28 10 2 7 32 3 2 26 0 0 15 1 13 29 5 21 6 22 20
34,1.2090973778384557,0,0.0,34,............ 2 0 18 33 16 19 17 10 30 7 11 25 30 16 10 2 24 5 30 2 32 10 4 13 4 4 15 30 10 2 3 4 3 9 30 18 8 22 9 31 30 4 11 25 30 2 30 2 28 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 31 15 18 30 18 0 20 18 22 9 7 22 8 31 9 9 28 10 2 7 32 3 2 26 0 0 15 1 13 29 5 21 6 22 20
35,1.2105225791520735,0,0.0,35,............ 2 0 18 33 16 19 17 10 30 7 11 25 30 16 10 2 24 5 30 2 34 10 4 13 4 4 15 30 10 2 3 4 3 9 30 18 8 22 9 31 30 4 11 25 30 2 30 2 28 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 22 8 12 9 9 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 21 6 22 20
36,1.1835779762528706,0,0.0,36,............ 2 0 18 33 16 19 17 10 30 7 11 25 30 16 35 2 24 5 30 2 34 10 4 13 4 4 15 30 35 2 3 4 3 9 30 18 8 22 9 31 30 4 11 25 30 2 30 2 28 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 22 8 12 9 9 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 21 6 22 20
37,1.209365169336702,0,0.0,37,............ 2 0 18 33 16 19 17 10 30 7 11 25 30 16 35 2 24 5 30 2 34 10 4 13 4 4 15 30 35 2 3 4 3 9 30 18 8 22 9 31 30 4 11 25 30 2 30 2 28 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 22 8 12 9 9 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 36 6 22 20
38,1.1905019677212223,0,0.0,38,............ 2 0 18 33 16 19 17 10 30 7 11 25 30 37 35 2 24 5 30 2 34 10 4 13 4 4 15 30 35 2 3 4 3 9 30 18 8 22 9 31 30 4 11 25 30 2 30 2 28 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 22 8 12 9 9 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 36 6 22 20
39,1.1929147305475443,0,0.0,39,............ 2 0 18 33 16 19 17 10 30 7 11 25 30 37 35 2 24 5 30 2 32 10 4 13 4 4 15 30 35 2 3 4 3 9 30 18 8 22 9 31 30 4 11 25 30 2 30 2 28 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 22 8 12 9 9 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 36 6 22 20
40,1.1862542103452474,0,0.0,40,............ 2 0 18 33 16 19 17 10 30 7 11 25 30 37 35 2 24 5 30 2 32 10 4 13 4 4 15 30 35 2 3 4 3 9 30 18 8 39 9 31 30 4 11 25 30 2 30 2 39 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 22 8 12 9 9 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 36 6 22 20
41,1.1804911086884622,0,0.0,41,............ 2 0 18 33 16 19 17 10 30 7 11 25 30 37 35 2 24 5 30 2 32 10 4 13 4 4 15 30 35 2 3 4 3 9 30 18 8 39 9 40 30 4 11 25 30 2 30 2 39 27 25 19 9 30 4 18 9 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 22 8 12 9 9 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 36 6 22 20
42,1.1578761313737693,0,0.0,42,............ 2 0 18 33 16 19 17 10 30 7 11 25 30 37 35 2 24 5 30 2 32 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 30 4 11 25 30 2 30 2 39 27 25 19 41 30 4 18 41 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 22 8 12 41 41 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 36 6 22 20
43,1.1418472859595352,0,0.0,43,............ 42 0 18 33 16 19 17 10 30 7 11 25 30 37 35 2 24 5 30 2 32 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 30 4 11 25 30 42 30 2 39 27 25 19 41 30 4 18 41 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 22 8 12 41 41 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 36 6 22 20
44,1.1384555471760438,0,0.0,44,............ 42 0 18 33 16 19 17 10 30 7 11 25 30 37 35 2 24 5 30 2 32 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 30 4 11 25 30 42 30 2 39 27 25 19 41 30 4 18 41 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 43 8 12 41 41 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 36 6 22 20
45,1.1432543222196265,0,0.0,45,............ 42 0 18 33 16 19 17 10 30 7 11 25 30 37 35 2 24 5 30 2 32 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 30 4 11 25 30 42 30 2 39 27 25 19 41 30 4 18 41 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 43 8 44 41 41 28 10 2 7 34 3 2 26 0 0 15 1 13 29 5 36 6 22 20
46,1.1331445571323548,0,0.0,46,............ 42 0 18 33 16 19 17 10 30 7 11 25 30 37 35 2 24 5 30 2 32 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 30 4 11 25 30 42 30 2 39 27 25 19 41 30 4 18 41 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 43 8 44 41 41 28 10 2 7 34 3 2 26 0 0 15 1 45 29 5 36 6 22 20
47,1.1314716413726709,0,0.0,47,............ 42 0 18 33 16 19 26 10 30 7 11 25 30 37 35 2 24 5 30 2 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 30 4 11 25 30 42 30 2 39 23 25 19 41 30 4 18 41 25 2 22 29 2 20 2 2 12 15 18 30 18 0 20 18 22 9 7 43 8 44 41 41 28 10 2 7 34 3 2 27 0 0 15 1 45 29 5 21 6 22 20
48,1.1156354949803846,0,0.0,48,............ 42 0 18 33 16 19 26 10 30 7 11 25 30 37 35 2 24 5 30 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 30 4 11 25 30 42 30 47 39 23 25 19 41 30 4 18 41 25 2 22 29 47 20 2 47 12 15 18 30 18 0 20 18 22 9 7 43 8 44 41 41 28 10 2 7 34 3 47 27 0 0 15 1 45 29 5 21 6 22 20
49,1.108607788901678,0,0.0,49,............ 42 0 18 33 16 19 26 10 30 7 11 25 30 37 35 2 24 5 30 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 30 4 11 25 30 42 30 47 39 23 25 19 41 30 4 18 41 25 2 22 29 47 20 2 47 12 15 18 30 18 0 20 18 22 9 7 43 8 44 41 41 28 10 2 7 34 3 47 27 0 0 15 1 48 29 5 21 6 22 20
50,1.1069190210807165,0,0.0,50,............ 42 0 18 33 16 19 26 10 30 7 11 25 30 37 35 2 24 5 30 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 30 4 11 25 30 42 30 47 39 23 25 19 41 30 4 18 41 25 2 22 29 47 20 2 47 12 15 18 30 18 0 20 18 22 9 7 43 8 44 41 41 28 10 2 7 34 3 47 27 0 0 15 1 48 29 5 21 6 22 20
51,1.0921010042724675,0,0.0,51,............ 42 0 18 33 16 19 26 10 30 7 11 25 30 37 35 2 24 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 50 4 11 25 50 42 30 47 39 23 25 19 41 30 4 18 41 25 2 22 29 47 20 2 47 12 15 18 50 18 0 20 18 22 9 7 43 8 44 41 41 28 10 2 7 34 3 47 27 0 0 15 1 48 29 5 21 6 22 20
52,1.0989197620484217,0,0.0,52,............ 42 0 18 33 16 19 26 10 30 7 11 25 30 37 35 2 24 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 50 4 11 25 50 42 30 47 39 23 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 51 22 9 7 43 8 44 41 41 28 10 2 7 34 3 47 27 0 0 15 1 48 29 5 21 6 51 20
53,1.090629900680661,0,0.0,53,............ 42 0 18 33 16 19 26 10 30 7 11 25 30 37 35 2 24 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 39 41 40 50 4 11 25 50 42 30 47 39 23 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 52 22 9 7 43 8 44 41 41 28 10 2 7 34 3 47 27 0 0 15 1 48 29 5 21 6 51 20
54,1.0829126201104944,0,0.0,54,............ 42 0 18 33 16 19 26 10 30 7 11 25 30 37 35 2 24 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 53 41 40 50 4 11 25 50 42 30 47 39 23 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 52 22 9 7 43 8 44 41 41 28 10 2 7 34 3 47 27 0 0 15 1 48 29 5 21 6 51 20
55,1.0772152413109282,0,0.0,55,............ 42 0 18 33 16 19 26 10 30 7 11 25 30 37 35 2 24 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 53 41 40 50 4 11 25 50 42 30 47 39 23 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 52 22 9 54 43 8 44 41 41 54 10 2 7 34 3 47 27 0 0 15 1 48 29 5 21 6 51 20
56,1.0936657697274925,0,0.0,56,............ 42 0 18 33 16 19 27 10 30 7 11 25 30 37 35 2 36 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 53 41 40 50 4 11 25 50 42 30 47 39 46 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 52 22 9 54 43 8 44 41 41 54 10 2 7 34 3 47 23 0 0 15 1 48 29 5 17 6 51 20
57,1.090310946616028,0,0.0,57,............ 42 0 18 33 16 19 27 10 30 7 11 25 30 37 35 2 36 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 56 41 40 50 4 11 25 50 42 30 47 39 46 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 52 22 9 54 43 8 44 41 41 54 10 2 7 34 3 47 23 0 0 15 1 48 29 5 17 6 51 20
58,1.155226877492296,0,0.0,58,............ 42 0 18 33 16 19 27 10 30 7 11 25 30 37 35 2 36 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 56 41 40 50 4 11 25 50 42 30 47 39 46 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 52 22 9 54 43 8 44 41 41 54 10 2 7 34 3 47 23 0 0 15 1 48 29 5 17 6 51 20
59,1.1562875981532041,0,0.0,59,............ 42 0 18 33 16 19 27 10 30 7 11 25 30 37 35 2 36 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 56 41 40 50 4 11 25 50 42 30 47 39 46 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 52 22 9 54 43 8 44 41 41 54 10 2 7 34 3 47 23 0 0 15 1 48 29 5 17 6 51 20
60,1.1547939159617617,0,0.0,60,............ 42 0 18 33 16 19 27 10 30 7 11 25 30 37 35 2 36 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 56 41 40 50 4 11 25 50 42 30 47 39 46 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 52 22 9 54 43 8 44 41 41 54 10 2 7 34 3 47 23 0 0 15 1 48 29 5 17 6 51 20
61,1.1634134275322343,0,0.0,61,............ 42 0 18 33 16 19 27 10 30 7 11 25 30 37 35 2 36 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 56 41 40 50 4 11 25 50 42 30 47 39 46 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 52 22 9 54 43 8 44 41 41 54 10 2 7 34 3 47 23 0 0 15 1 48 29 5 21 6 51 20
62,1.1622098017772649,0,0.0,62,............ 42 0 18 33 16 19 27 10 30 7 11 25 30 37 35 2 36 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 56 41 40 50 4 11 25 50 42 30 47 39 46 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 20 52 22 9 54 43 8 44 41 41 54 10 2 7 34 3 47 23 0 0 15 1 48 29 5 21 6 51 20
63,1.1533348085908284,0,0.0,63,............ 42 0 18 33 16 19 27 10 30 7 11 25 30 37 35 2 36 5 50 47 34 10 4 13 4 4 15 30 35 2 3 4 3 41 30 18 8 56 41 40 50 4 11 25 50 42 30 47 39 46 25 19 41 30 4 18 41 25 2 51 29 47 20 2 47 12 15 18 50 18 0 62 52 22 9 54 43 8 44 41 41 54 10 2 7 34 3 47 23 0 0 15 1 48 29 5 21 6 51 62
