NumberOfGroups, Error, EmptyGroups, EmptyPercentage, NonEmptyGroups, group
2,1.0304715546198624,0,0.0,2,............ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3,0.7274720032117924,0,0.0,3,............ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4,1.084147432408596,1,0.25,3,............ 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
5,1.080655031298352,1,0.2,4,............ 0 0 0 0 0 0 1 0 3 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1
6,0.9821423062613491,1,0.16666666666666666,5,............ 0 0 0 0 0 0 3 0 3 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1
7,1.008066112964934,1,0.14285714285714285,6,............ 0 0 0 0 0 0 3 0 2 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 2 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1
8,1.0310355560285978,1,0.125,7,............ 0 0 0 0 0 0 3 0 2 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 6 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1
9,1.0047858762299953,1,0.1111111111111111,8,............ 0 0 0 0 0 0 3 0 2 0 1 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 8 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1
10,1.050512194811902,2,0.2,8,............ 0 0 0 0 0 0 3 0 2 0 1 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 8 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1
11,1.0452467764283284,2,0.18181818181818182,9,............ 0 0 0 0 0 0 3 0 2 0 1 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 6 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1
12,0.97381239406215,2,0.16666666666666666,10,............ 0 0 0 0 0 0 3 0 2 0 1 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 6 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1
13,0.9436581392732986,2,0.15384615384615385,11,............ 0 0 0 0 0 0 3 0 2 0 1 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 6 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 1
